sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .",323,333,australian,3,10,NNP,1,australian,3,1,1,0,1,0,0,0,0,9,0,35.944789,9,0,3,2,9,0
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",230,234,land,1,4,NN,0,land,18,1,3,1,1,4,604,566,286,4,1,328.00128,217,574,105,15,4,940
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",219,229,aboriginal,5,10,NNP,0,aboriginal,5,2,0,0,0,0,335,389,0,0,0,11.497177,1,295,1,1,0,6
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",235,241,rights,1,6,NNS,3,right,36,1,20,1,1,0,361,372,0,3,1,202.271413,613,599,265,15,3,3874
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",74,84,australian,3,10,JJ,0,australian,3,1,1,0,1,0,0,0,0,9,0,35.944789,9,0,3,2,9,0
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",44,54,indigenous,4,10,JJ,0,indigenous,1,0,0,0,1,0,275,264,658,9,0,26.243527,3,330,2,2,9,5
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",0,7,however,3,7,RB,0,however,4,0,0,1,0,4,186,247,0,5,1,977.789444,552,552,282,15,5,1263
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",55,66,australians,3,11,NNPS,2,australian,3,1,1,0,1,0,0,0,0,9,0,3.527383,9,0,3,2,9,0
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",85,95,aborigines,5,10,NNPS,5,aborigine,2,1,5,0,0,0,0,0,0,0,0,4.454888,0,0,0,0,0,0
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",100,106,torres,2,6,NNP,0,torres,0,0,0,0,1,0,0,0,0,0,0,3.286708,0,0,0,0,0,0
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",107,113,strait,1,6,NNP,0,strait,3,1,1,0,1,0,0,0,0,0,0,6.015645,5,0,2,2,0,19
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",114,123,islanders,3,9,NNPS,3,islander,1,1,0,0,0,0,526,497,0,6,0,3.670039,0,429,0,0,6,5
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",138,149,politically,5,11,RB,0,politically,2,0,0,0,0,5,0,0,0,0,0,24.080978,0,0,0,0,0,0
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",170,177,emerged,2,7,VBD,3,emerge,5,1,2,0,0,0,0,0,0,4,0,39.253174,18,0,16,8,4,159
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",150,156,active,2,6,JJ,2,active,17,1,0,1,0,4,0,436,0,5,1,147.94258,88,552,59,12,5,186
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",187,195,movement,2,8,NN,2,movement,11,1,41,0,1,4,0,0,0,7,1,230.493058,128,0,78,15,7,343
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",178,186,powerful,3,8,JJ,0,powerful,6,0,0,0,0,3,0,0,0,0,1,95.663055,63,0,54,14,0,186
"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",3XU9MCX6VODXPI3L8I02CM94TFB2R7,"However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .",204,215,recognition,4,11,NN,3,recognition,8,1,0,0,1,6,266,388,0,10,0,72.976645,44,507,33,9,10,109
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,4,9,novel,2,5,JJ,0,novel,4,1,6,0,0,3,529,547,475,5,0,79.4967,59,530,31,10,5,162
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,33,45,best-selling,3,12,None,0,best-selling,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,14,18,good,1,4,NNP,0,good,27,1,1,1,1,2,297,374,0,0,1,0.0,807,621,319,15,0,5122
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,19,24,earth,1,5,NNP,4,earth,9,0,0,1,1,4,580,580,317,2,1,156.686361,150,580,61,15,2,448
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,46,53,fiction,2,7,NN,0,fiction,2,1,5,0,1,4,0,0,0,6,0,44.071371,46,0,19,6,6,93
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,100,108,pulitzer,3,8,NNP,0,pulitzer,1,0,0,0,1,0,0,0,0,0,0,1.871544,0,0,0,0,0,0
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,54,58,book,1,4,NN,9,book,15,1,22,1,1,2,609,591,214,3,1,399.424767,193,643,100,15,3,684
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,92,95,won,1,3,VBD,3,win,6,1,1,1,0,0,364,454,269,3,1,48.037675,55,582,38,11,3,302
Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,Her novel The Good Earth was the best-selling fiction book in the U.S. in 1931 and 1932 and won the Pulitzer Prize in 1932 .,109,114,prize,1,5,NNP,2,prize,7,1,7,0,1,2,474,517,0,0,1,22.715095,28,508,20,9,0,306
"In 1921 , Buck 's mother died of a tropical disease , sprue , and shortly afterward her father moved in .",3Y7LTZE0YTNFBLYE1J4L486VLNEUZB,"In 1921 , Buck 's mother died of a tropical disease , sprue , and shortly afterward her father moved in .",35,43,tropical,3,8,JJ,0,tropical,4,0,0,0,1,4,0,0,0,8,0,24.084031,11,0,9,8,8,52
