sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"#37-7 Molina, however, has stood firm in the face of widespread popular protests demanding he leave office.",3QREJ3J433YH30CYS49AQ6MZ3G0LKZ,"Molina, however, has stood firm in the face of widespread popular protests demanding he leave office.",81,90,demanding,3,9,VBG,1,demand,11,1,8,1,0,4,0,0,0,6,1,132.89381,102,0,58,13,6,1537
"#37-7 Molina, however, has stood firm in the face of widespread popular protests demanding he leave office.",3QREJ3J433YH30CYS49AQ6MZ3G0LKZ,"Molina, however, has stood firm in the face of widespread popular protests demanding he leave office.",94,99,leave,1,5,VBP,2,leave,17,1,7,1,1,4,0,0,0,3,1,182.275419,205,0,136,15,3,2379
"#37-7 Molina, however, has stood firm in the face of widespread popular protests demanding he leave office.",3QREJ3J433YH30CYS49AQ6MZ3G0LKZ,"Molina, however, has stood firm in the face of widespread popular protests demanding he leave office.",100,106,office,2,6,NN,0,office,7,1,8,1,1,3,569,518,0,0,1,253.155127,255,566,127,14,0,1640
#37-8 Elections are scheduled for September 6.,3QREJ3J433YH30CYS49AQ6MZ3G0LKZ,Elections are scheduled for September 6.,6,15,elections,3,9,NNS,0,election,4,1,5,1,0,0,343,435,528,7,0,41.796482,77,535,30,9,7,158
#37-8 Elections are scheduled for September 6.,3QREJ3J433YH30CYS49AQ6MZ3G0LKZ,Elections are scheduled for September 6.,20,29,scheduled,2,9,VBN,4,schedule,4,1,1,0,0,4,0,0,0,6,1,0,36,0,27,8,6,124
#37-8 Elections are scheduled for September 6.,3QREJ3J433YH30CYS49AQ6MZ3G0LKZ,Elections are scheduled for September 6.,34,43,september,3,9,NNP,2,september,1,1,0,0,1,0,0,0,0,8,0,131.204989,56,0,38,12,8,0
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,16,25,commented,3,9,VBD,5,comment,6,1,12,0,0,0,0,0,0,6,1,16.030094,42,0,33,14,6,287
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,6,15,pavlensky,0,9,NNP,0,pavlensky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,30,34,rape,1,4,NN,0,rape,5,1,0,0,1,4,472,565,0,3,0,17.255582,5,555,5,4,3,18
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,35,42,charges,2,7,NNS,2,charge,40,1,1,1,1,0,0,0,0,4,1,42.668948,122,0,79,13,4,651
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,49,58,political,4,9,JJ,0,political,3,0,0,1,1,3,0,0,0,0,1,504.181432,258,0,103,13,0,452
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,59,69,motivation,4,10,NN,3,motivation,3,1,6,0,0,4,0,0,0,9,0,33.188892,11,0,5,4,9,0
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,84,90,denied,2,6,VBD,2,deny,7,1,3,0,0,0,0,0,0,0,1,35.244875,47,0,39,11,0,290
#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,3DWGDA5POF5IT426YY5Y80O2L821VV,Pavlensky commented the rape charges had a political motivation behind it and denied the allegations.,95,106,allegations,4,11,NNS,1,allegation,2,1,3,0,0,0,272,291,631,8,0,5.194644,0,383,0,0,8,4
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",77,86,yesterday,3,9,NN,2,yesterday,4,1,0,0,0,1,0,0,0,7,1,26.353217,83,0,38,11,7,290
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",11,20,papernaya,0,9,NNP,3,papernaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",6,10,olga,2,4,NNP,0,olga,0,0,0,0,1,0,0,0,0,0,0,2.88428,0,0,0,0,0,0
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",71,75,alas,2,4,UH,1,ala,2,1,0,0,0,0,0,0,0,0,0,0,7,0,4,1,0,0
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",29,32,art,1,3,NN,0,art,4,1,15,1,1,2,440,493,0,2,1,242.728779,208,529,79,14,2,537
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",33,41,director,3,8,NN,3,director,5,1,3,1,0,3,0,0,0,7,1,79.661895,101,0,55,14,7,315
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",45,51,moscow,2,6,NNP,1,moscow,1,0,0,0,1,0,0,0,0,0,0,40.30548,0,0,0,0,0,0
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",54,58,film,1,4,NN,0,film,7,2,18,1,1,4,604,562,0,0,1,121.609089,96,578,36,13,0,214
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",59,63,club,1,4,NN,3,club,11,1,0,1,1,3,509,522,0,0,1,58.512769,145,533,65,14,0,999
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",89,97,national,3,8,JJ,0,national,8,1,3,0,1,2,0,400,0,0,1,434.507578,375,556,143,13,0,660
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",115,126,performance,3,11,NN,0,performance,5,1,12,1,0,4,409,453,457,8,1,197.883731,122,530,65,12,8,190
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",98,102,hero,2,4,NN,8,hero,7,1,0,0,1,3,428,483,361,0,1,35.200791,52,510,31,13,0,149
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",109,114,great,1,5,JJ,0,great,7,1,0,1,1,2,311,390,0,0,1,682.398789,665,588,291,15,0,3834
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",157,165,criminal,3,8,JJ,4,criminal,4,1,27,0,0,4,0,0,0,7,1,53.944509,24,0,15,9,7,225
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",127,133,artist,2,6,NN,4,artist,1,1,23,0,0,2,554,600,0,0,1,42.522051,57,547,34,10,0,309
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",135,140,today,2,5,NN,0,today,4,1,0,1,0,2,0,0,0,4,1,203.534847,284,0,161,14,4,1104
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",145,147,'s,0,2,POS,0,'s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",148,152,TRUE,1,4,JJ,4,TRUE,15,1,0,1,1,0,269,365,0,0,1,318.926472,231,605,155,15,0,1711
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",169,179,psychopath,3,10,NN,1,psychopath,1,1,0,0,0,0,0,0,0,0,0,0.758387,2,0,2,2,0,0
"#3-12 Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",3DWGDA5POF5IT426YY5Y80O2L821VV,"Olga Papernaya, former art director at Moscow's film club said, ""Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist"".",186,192,rapist,2,6,NN,2,rapist,1,2,0,0,0,0,0,0,0,0,0,1.07006,0,0,0,0,0,0
"#3-13 Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",3DWGDA5POF5IT426YY5Y80O2L821VV,"Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",6,15,pavlensky,0,9,NNP,5,pavlensky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#3-13 Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",3DWGDA5POF5IT426YY5Y80O2L821VV,"Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",58,65,ukraine,2,7,NNP,1,ukraine,1,0,0,0,1,0,0,0,0,0,0,6.458669,0,0,0,0,0,0
"#3-13 Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",3DWGDA5POF5IT426YY5Y80O2L821VV,"Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",17,23,oksana,3,6,NNP,0,oksana,0,0,0,0,0,0,0,0,0,0,0,0.073134,0,0,0,0,0,0
"#3-13 Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",3DWGDA5POF5IT426YY5Y80O2L821VV,"Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",39,48,daughters,2,9,NNS,4,daughter,1,1,1,0,0,0,0,0,0,4,1,28.237712,72,0,43,12,4,865
"#3-13 Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",3DWGDA5POF5IT426YY5Y80O2L821VV,"Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France.",49,53,left,1,4,VBN,3,leave,17,1,7,1,1,2,0,0,0,3,1,182.275419,205,0,136,15,3,2379
