Word,Level
parallel,C2
never,A1
not,A1
not,A1
now,A1
often,A1
only,A1
late,A2
long,A2
long,A2
maybe,A2
next,A2
north,A2
not,A2
now,A2
off,A2
once,A2
only,A2
out,A2
out,A2
last,B1
loud,B1
luckily,B1
meanwhile,B1
next door,B1
not,B1
nowadays,B1
nowhere,B1
off,B1
off,B1
once,B1
only,B1
only,B1
only,B1
otherwise,B1
out,B1
out,B1
out,B1
outdoors,B1
over,B1
over,B1
last,B2
late,B2
nationwide,B2
near,B2
neither,B2
never,B2
now,B2
often,B2
on,B2
on,B2
on,B2
otherwise,B2
out,B2
over,B2
namely,C1
nonetheless,C1
off,C1
otherwise,C1
knowingly,C2
knowingly,C2
out,C2
overboard,C2
Miss,A1
Mr.,A1
Mrs.,A1
Ms.,A2
memory,B1
mess,B1
lifetime,B2
luxury,B2
the middle class,C1
moral,C1
note,C1
ounce,C1
outcome,C1
life,C2
local,C2
medium,C2
motion,C2
notice,C2
passage,C2
last,B1
last,C1
measure,C1
narrow,C1
leave,C2
leave,C2
narrow,C2
overflow,C2
overlook,C2
part,C2
military,B2
obscene,C2
obscene,C2
navy,B2
residence,C2
reflection,C2
position,B2
protagonist,C2
sensibility,C2
relate,C2
place,A2
rip-off,C1
perform,B2
seek,B2
resume,C1
purchase,B2
replace,C2
practitioner,C2
possession,C2
proximity,C2
quest,C2
realm,C2
receipt,B2
purchase,B2
plight,C2
permit,C1
prevail,C2
refrain,C2
reign,C2
permit,B1
purchase,B2
regret,B2
perceive,C1
rectify,C1
render,C1
perceive,C2
precede,C2
render,C2
sadden,C2
seek,C2
second,B1
plus,B2
racket,C2
scrap,C2
riches,C2
ponder,C2
reassurance,C2
reconstruction,C1
rewrite,B2
reassure,C1
reflect,B2
replace,B1
rearrange,B2
rebuild,B2
repay,B2
reconstruct,C1
redistribute,C2
refusal,C1
potential,B2
radical,C2
performance,B1
resistance,C2
self-assurance,C2
self-reliance,C2
reference,B2
self-confidence,B2
resilience,C2
preference,B2
player,A2
poster,A2
performer,B1
reader,B1
reminder,C1
player,A1
runner,A2
player,A2
printer,A2
server,B1
scooter,A2
plumber,B2
researcher,B2
recording,B1
reading,A1
schooling,C2
sewing,C1
running,A2
sailing,A2
programming,B2
recording,B2
publication,B2
publication,B2
production,B2
promotion,B2
reaction,B2
sensation,B2
presentation,B1
recommendation,B2
quotation,C2
punctuation,B1
registration,B1
persuasion,C2
pronunciation,B1
prediction,B2
prosecution,C2
quotation,C2
recession,B2
pollution,B1
preparation,B1
prevention,B2
reaction,B2
satisfaction,B2
resignation,C2
reputation,B2
sensation,B2
revolution,B2
relation,B1
separation,B2
position,B1
qualification,C1
recreation,B2
reservation,B1
promotion,B2
resignation,C2
racism,B2
quantity,B1
quantity,B2
prosperity,C1
personality,B2
quality,B2
sensitivity,C1
sensitivity,C1
security,C2
serenity,C2
personality,B2
priority,B2
security,B1
responsibility,B2
realize,B1
punishment,B2
payment,B2
resentment,C2
retirement,B2
retirement,B2
politeness,B2
sadness,B2
rudeness,C1
selfishness,C1
self-awareness,C2
predator,C1
scholarship,C1
relationship,B1
relationship,B1
pet,A1
pig,A1
sheep,A1
rabbit,A2
rat,A2
penguin,B1
puppy,B1
shark,B1
paw,B2
polar bear,B2
seal,B2
pony,C1
reptile,C1
saddle,C2
prey,C2
photo,A1
picture,A1
radio,A1
photograph,A2
piano,A2
play,A2
program,A2
show,A2
picture,B1
poem,B1
poet,B1
record,B1
role,B1
scene,B1
series,B1
picture,B2
piece,B2
portrait,B2
script,B2
series,B2
set,B2
shot,B2
show,B2
photography,A2
pop,A2
rap,A2
rock,A2
poetry,B1
science fiction,B1
publicity,B2
sculpture,B1
rhythm,B2
present,B2
print,B2
print,B2
promote,B2
run,C1
portray,C2
pill,B1
shoulder,B1
remedy,B2
rib,B2
scar,B2
sense,B2
pulse,C1
plague,C2
rash,C2
sample,C2
scan,C2
posture,C1
poison,B2
pregnancy,C1
recover,B1
prescribe,C2
relax,C1
shirt,A1
shoe,A1
pocket,A2
raincoat,A2
ring,A2
scarf,A2
pullover,B1
sandal,B1
shorts,A2
pen,A1
pencil,A1
question,A1
sentence,A1
postcard,A2
period,B1
photocopy,B1
phrase,B1
point,B1
prayer,B1
promise,B1
question mark,B1
questionnaire,B1
scream,B1
shout,B1
profile,B2
proposal,B2
quarrel,B2
remark,B2
semicolon,B2
sense,B2
plea,C2
proverb,C2
quote,C2
saying,C2
pressure,B2
print,C2
propaganda,C2
reply,B1
request,B1
protest,B2
record,B2
response,B2
rumor,B2
reproach,C2
quotation marks,B2
pray,A2
quarrel,B2
respond,B2
say,A1
see,A1
print,A2
put,A2
persuade,B1
predict,B1
promise,B1
pronounce,B1
recommend,B1
remind,B1
repeat,B1
report,B1
request,B1
say,B1
say,B1
say,B1
show,B1
persuade,B2
praise,B2
propose,B2
reach,B2
recommend,B2
reject,B2
remark,B2
represent,B2
reveal,B2
settle,B2
settle,B2
show,B2
plant,C2
present,C2
put,C2
represent,C2
reproach,C2
sell,C2
read,A1
read,A2
shout,A2
promise,B1
refuse,B1
register,B1
reply,B1
ring,B1
scream,B1
protest,B2
quote,C1
quote,C1
pirate,B1
prisoner,B1
rule,B1
penalty,B2
sentence,B2
police,A2
proceedings,C2
serve,C2
piece,A2
piece,A2
piece,B1
pile,B1
row,B1
percentage,B2
pint,B2
pound,B2
ring,B2
roll,B2
sample,B2
scale,B2
shade,B2
shortage,B2
pink,A2
purple,A2
red,A2
shape,B1
scale,B2
right,A2
scale,B2
project,A2
schedule,A2
schoolchild,A2
semester,A2
period,B1
place,B1
pupil,B1
quiz,B1
secondary school,B1
seminar,B2
senior,B2
scholar,C1
physics,A2
school,A2
science,A2
philosophy,B2
science,B1
review,B1
picnic,A1
plate,A1
sandwich,A1
potato chip,A2
pea,B1
peanut,B1
pepper,B1
pot,B1
recipe,B1
roll,B1
saucer,B1
portion,B2
pit,C2
relish,C2
rice,A1
salt,A1
pepper,A2
pudding,B2
service,B2
pizza,A1
potato,A1
pear,A2
salad,A2
sauce,A2
sausage,A2
peach,B1
pie,B1
pineapple,B1
refreshments,B1
roast,A2
room,A1
shower,A1
pillow,A2
post office,A2
restroom,A2
roof,A2
seat,A2
shelf,A2
pillow,B1
place,B1
row,B1
rug,B1
ruin,B1
sheet,B1
resident,B2
shed,B2
shelter,B2
property,B2
premises,C1
penny,B1
rate,B2
sector,C1
poverty,B2
profit,B2
share,C2
savings,B2
savings,C1
rent,A2
settle,C2
quote,C2
place,A1
plant,A1
river,A1
peak,B1
planet,B1
rain forest,B1
region,B1
rose,B1
season,B1
shower,B1
pond,B2
pool,B2
rainbow,B2
root,B2
seed,B2
rain,A1
sand,B1
scenery,B1
shade,B1
rubber,B2
sea,A2
rock,B1
shore,B1
pine,B2
shell,B2
pour,B1
rise,B1
set,B1
settle,C1
shower,A1
search,B1
process,B2
punch,B2
practice,A2
reach,B2
rescue,B1
routine,B1
rush,B2
point,A2
pause,B1
rest,B1
scratch,B2
shiver,B2
pose,C1
retreat,C2
revolt,C2
shudder,C2
show,A1
repair,A2
return,A2
pick,B1
pin,B1
point,B1
postpone,B1
pour,B1
prevent,B1
produce,B1
prove,B1
provide,B1
push,B1
quit,B1
raise,B1
remove,B1
rescue,B1
save,B1
poison,B2
present,B2
preserve,B2
process,B2
punch,B2
remove,B2
restore,B2
reward,B2
roll,B2
rub,B2
ruin,B2
scratch,B2
seize,B2
send,B2
set,B2
push,C1
resist,C1
restrain,C1
restrict,C1
sacrifice,C1
scan,C1
refine,C2
retrieve,C2
scan,C2
seize,C2
run,A1
see,A1
prepare,A2
pull,A2
push,A2
share,A2
share,A2
shut,A2
plan,B1
press,B1
protect,B1
push,B1
search,B1
select,B1
shake,B1
shoot,B1
pound,B2
reach,B2
research,B2
resist,B2
rip,B2
rush,B2
separate,B2
separate,B2
share,B2
shift,C1
rock,C2
sex,B1
perfume,A2
shampoo,A2
race,C1
resemble,C1
shave,B1
point of view,B2
scar,C1
peace,B1
pleasure,B1
respect,B1
respect,B1
pity,B2
pride,B2
pride,B2
revenge,B2
sense,B2
self-esteem,C1
shame,C1
resolve,C2
restraint,C2
self-control,C2
self-discipline,C2
self-respect,C2
shock,B1
pressure,B2
rage,B2
regret,B2
sense,B1
point,B2
sense,B2
pretend,B2
react,B2
prefer,A2
regret,B1
respect,B1
reject,B2
respect,B2
risk,B2
risk,B2
satisfy,B2
return,C1
resent,C2
sense,C2
please,B1
relax,B1
shock,B2
president,A2
policy,B2
service,B2
republic,C1
referendum,C2
regime,C2
seat,C2
secretary,C2
politics,B1
power,C1
reform,C2
rule,B2
roommate,A2
relative,B1
romance,B1
separate,B2
rear,C1
playground,A2
pool,A2
puzzle,A2
quiz,A2
race,A2
racket,A2
point,B1
product,B1
record,B1
score,B1
penalty,B2
referee,B2
run,B2
set,B2
shot,B2
rugby,A2
pool,B1
service,B1
play,B2
sale,B2
represent,B2
PC,A2
program,A2
plug,B1
pump,B1
remote control,B1
pedal,B2
satellite,B2
power,B1
radio,B1
return,B1
scan,C1
plane,A1
platform,A2
platform,A2
railroad,A2
ship,A2
pocket,B1
resort,B1
ride,B1
ride,B1
route,B1
schedule,B1
rocket,B2
public transportation,B1
rail,B1
reverse,C2
road,A1
port,B1
rush hour,B2
sail,B1
run,B2
sail,B2
reach,B1
ride,A2
sail,B1
secretary,A2
profession,B1
servant,B2
shift,B2
perk,C1
recruit,C2
service,C1
rank,C1
personnel,C1
retire,B1
serve,C1
rape,B2
robbery,B2
pork,B1
priest,B1
recycling,B1
recycling,B2
reconstruction,C2
reorganize,C1
replacement,B2
replacement,C1
redevelopment,C1
refund,B1
reunion,C2
readjust,C2
recur,C2
rebuild,B1
replace,B1
reflect,B2
reflect,B2
regain,B2
repay,B2
replace,B2
reschedule,B2
readjust,C1
recharge,C1
recreate,C1
redevelop,C1
reinforce,C1
restart,C1
restart,C1
reconstruct,C2
reinforce,C2
recycle,B1
reconsider,C1
relocate,C1
rethink,C1
restructure,C2
principal,A2
professional,B2
reversal,C2
renewal,C1
renewal,C2
performance,B2
relevance,C1
perseverance,C2
resistance,C2
resistance,C2
resemblance,C2
resistance,C2
reference,B2
persistence,C2
presence,C2
presence,B2
presence,C2
presence,C2
photographer,A2
ruler,A2
reader,B1
reporter,B1
rider,B1
seller,B1
philosopher,B2
producer,B2
publisher,B2
programmer,C1
provider,C1
ruler,C1
retailer,C2
plastic,A2
shortcoming,C1
ruling,C2
shopping,A1
planning,B2
planning,C1
reasoning,C2
running,C2
position,B1
population,B2
position,B2
reception,B2
reflection,B2
regulation,B2
revolution,B2
selection,B2
precaution,C1
projection,C1
proposition,C1
presumption,C2
procession,C2
rejection,C2
resolution,C2
resolution,C2
revelation,C2
sanction,C2
relaxation,B1
production,B2
production,B2
protection,B2
selection,B2
perfection,C1
preservation,C1
projection,C1
radiation,C1
regulation,C1
renovation,C1
presentation,C2
realization,C2
recognition,C2
recognition,C2
rejection,C2
retention,C2
population,B1
position,B1
presentation,B2
reduction,B2
relation,B2
separation,B2
progression,C1
provision,C1
restriction,C1
perception,C2
provocation,C2
recollection,C2
rejection,C2
repetition,C2
reservation,C2
resolution,C2
restriction,C2
realization,C1
receptionist,A2
scientist,B1
pharmacist,B2
psychologist,B2
psychiatrist,C2
possibility,B2
quality,B1
popularity,B2
reality,B2
productivity,C1
purity,C1
rarity,C1
reliability,C1
security,C1
severity,C2
possibility,B1
probability,C1
scarcity,C2
recognize,B1
recognize,B2
privatize,C1
requirement,B2
settlement,C1
settlement,C2
settlement,C2
payment,B2
recruitment,C1
readiness,C1
richness,C1
readiness,C2
refrigerator,A1
professor,B1
sailor,B1
razor,B2
predecessor,C2
prosecutor,C2
relationship,B2
readership,C1
shooting,B2
racist,C2
person,A1
problem,A1
restaurant,A1
pen pal,A2
pilot,A2
plan,A2
policeman,A2
police officer,A2
police station,A2
policewoman,A2
present,A2
price,A2
prize,A2
purse,A2
quarter,A2
queen,A2
question,A2
reason,A2
receipt,A2
report card,A2
salesperson,A2
screen,A2
second,A2
set,A2
shop,A2
pedestrian,B1
period,B1
pharmacy,B1
phrasal verb,B1
pin,B1
pipe,B1
pleasure,B1
plug,B1
politician,B1
preposition,B1
prescription,B1
prince,B1
princess,B1
pronoun,B1
purpose,B1
range,B1
report,B1
result,B1
result,B1
résumé,B1
review,B1
reward,B1
reward,B1
ride,B1
robot,B1
rule,B1
run,B1
salesman,B1
saleswoman,B1
salon,B1
search,B1
season,B1
secret,B1
section,B1
session,B1
pattern,B2
pattern,B2
pause,B2
peak,B2
pension,B2
phase,B2
plan,B2
platform,B2
platform,B2
plot,B2
point,B2
point,B2
point,B2
point,B2
point,B2
point of view,B2
prefix,B2
process,B2
program,B2
project,B2
proper noun,B2
proposal,B2
quarter,B2
question,B2
range,B2
rate,B2
ray,B2
rebel,B2
release,B2
remedy,B2
representative,B2
resource,B2
right,B2
ring,B2
rise,B2
role,B2
sample,B2
scene,B2
scent,B2
schedule,B2
scheme,B2
scratch,B2
senior,B2
series,B2
shot,B2
peasant,C1
peek,C1
peer,C1
permit,C1
perspective,C1
phenomenon,C1
philosophy,C1
policy,C1
portion,C1
power,C1
principle,C1
print,C1
privilege,C1
profile,C1
proportion,C1
push,C1
pyramid,C1
race,C1
raise,C1
rate,C1
ratio,C1
rectangle,C1
reign,C1
riot,C1
risk,C1
rival,C1
role model,C1
runway,C1
sack,C1
saint,C1
secretary,C1
serial,C1
setback,C1
pioneer,C2
pit,C2
platform,C2
platform,C2
plot,C2
plot,C2
pocket,C2
point,C2
point,C2
pole,C2
puzzle,C2
quarter,C2
quote,C2
raid,C2
raid,C2
rail,C2
rally,C2
rally,C2
reserve,C2
retreat,C2
retreat,C2
rhyme,C2
ribbon,C2
ritual,C2
roar,C2
rocket,C2
round,C2
round,C2
route,C2
sail,C2
scenario,C2
scene,C2
scrap,C2
shade,C2
shield,C2
shock,C2
shock,C2
shovel,C2
pay,B1
permission,B1
progress,B1
property,B1
research,B1
room,B1
sex,B1
peace,B2
pottery,B2
pottery,B2
power,B2
privacy,B2
proof,B2
psychology,B2
question,B2
quiet,B2
reach,B2
reason,B2
right,B2
safety,B2
shelter,B2
power,C1
praise,C1
prestige,C1
protein,C1
retail,C1
safety,C1
scope,C1
peer pressure,C2
pressure,C2
produce,C2
purpose,C2
pursuit,C2
recovery,C2
refuge,C2
relief,C2
relief,C2
relish,C2
remorse,C2
rhyme,C2
ruin,C2
rule,C2
scope,C2
scrap,C2
scrutiny,C2
phone,A1
Saturday,A1
school,A1
September,A1
plural,A2
rent,A2
rest,A2
powder,B1
prison,B1
religion,B1
repair,B1
result,B1
review,B1
salary,B1
salmon,B1
service,B1
shadow,B1
shrimp,B1
pavement,B2
prejudice,B2
procedure,B2
prospect,B2
rehearsal,B2
risk,B2
rope,B2
scandal,B2
service,B2
share,B2
pressure,C1
privilege,C1
revenue,C1
sacrifice,C1
self,C1
portrayal,C2
practice,C2
precedent,C2
review,C2
rivalry,C2
script,C2
people,A1
scissors,A2
remains,B2
proceedings,C2
quarter,A1
return,B1
point,B2
rule,B2
the second person,B2
price,C1
prospect,C2
rush,C2
rush,C2
picture,B2
return,A2
point,B1
rise,B1
shine,B1
shoot,B1
shop,B1
pray,B2
progress,B2
propose,B2
qualify,B2
rebel,B2
recover,B2
remain,B2
return,B2
rise,B2
run,B2
settle,B2
shake,B2
plunge,C1
proceed,C1
search,C1
serve,C1
pay,C2
persist,C2
persist,C2
progress,C2
prosper,C2
rage,C2
rage,C2
reign,C2
rhyme,C2
riot,C2
shake,C2
shine,C2
shine,C2
send,A1
prefer,A2
receive,A2
repeat,A2
save,A2
see,A2
sell,A2
sell,A2
serve,A2
pick,B1
plant,B1
play,B1
post,B1
punish,B1
raise,B1
reduce,B1
rent,B1
require,B1
rob,B1
run,B1
save,B1
peel,B2
photograph,B2
poison,B2
pollute,B2
produce,B2
prove,B2
put,B2
raise,B2
reach,B2
record,B2
reject,B2
release,B2
release,B2
renew,B2
represent,B2
review,B2
revise,B2
rule,B2
run,B2
search,B2
see,B2
see,B2
sentence,B2
set,B2
show,B2
picture,C1
possess,C1
presume,C1
produce,C1
prolong,C1
promote,C1
pursue,C1
rate,C1
receive,C1
refresh,C1
regulate,C1
regulate,C1
renovate,C1
resolve,C1
restore,C1
reverse,C1
review,C1
rush,C1
scare,C1
see,C1
shield,C1
shoot,C1
pinpoint,C2
pity,C2
plague,C2
present,C2
press,C2
provoke,C2
raid,C2
raid,C2
recollect,C2
reconcile,C2
reform,C2
relieve,C2
relish,C2
repair,C2
represent,C2
retain,C2
reveal,C2
rival,C2
saddle,C2
sample,C2
see,C2
send,C2
shape,C2
sharpen,C2
sharpen,C2
pay,A1
play,A1
play,A1
practice,A1
remember,A1
ride,A1
play,A2
play,A2
prepare,A2
record,A2
rent,A2
save,A2
save,A2
pay,B1
perform,B1
play,B1
quit,B1
race,B1
report,B1
reserve,B1
score,B1
search,B1
see,B1
sew,B1
share,B1
pause,B2
qualify,B2
recall,B2
resign,B2
row,B2
scratch,B2
sell,B2
shrink,B2
rank,C1
refresh,C1
rehearse,C1
run,C1
shift,C1
shine,C1
shorten,C1
show,C1
peel,C2
pop,C2
prosecute,C2
relate,C2
rot,C2
shrug,C2
refugee,B2
prostitute,C1
pub,C1
rebellion,C1
rape,B2
scary,B1
pretty,B1
presently,C1
relative,C1
recycled,B1
reproduce,C2
reasonable,B1
reasonable,B1
remarkable,B2
pleasurable,C1
portable,C1
reputable,C1
respectable,C2
payable,C1
payable,C1
reliable,B1
reasonable,B2
respectable,B2
physical,B2
psychological,B2
sensational,C2
residential,B2
regional,B2
racial,B2
professional,B1
rational,C1
philosophical,C2
practical,C2
sentimental,C2
political,B1
presidential,B2
radical,C2
recreational,C2
professional,B2
self-reliant,C2
secluded,C2
pleased,A2
relaxed,B1
satisfied,B1
scared,B1
shocked,B1
petrified,B2
puzzled,B2
relieved,B2
respected,B2
self-assured,C2
shattered,C2
related,B2
scheduled,B2
retired,B2
persistent,C2
pitiful,C2
peaceful,B1
powerful,B1
peaceful,B2
respectful,C1
resourceful,C2
reversible,C2
sensible,B1
responsible,B2
responsible,B2
romantic,B1
poetic,C2
scenic,C1
scientific,B1
pessimistic,B2
realistic,B2
sarcastic,C2
setting,B2
setting,B2
relaxing,B1
shocking,B1
representation,C2
sensation,B2
selfish,B1
quality,B1
repetitive,C1
sensitive,B2
sensitive,B2
protective,C1
perceptive,C2
receptive,C2
restless,C1
restless,C2
ruthless,C2
physically,B2
psychologically,B2
really,A1
really,A2
personally,B1
possibly,B1
perfectly,B2
personally,B2
possibly,B2
precisely,B2
secondly,B2
seriously,B2
precisely,C1
precisely,B2
roughly,B2
scientifically,B2
racially,C1
politely,B1
peacefully,B2
positively,B2
proudly,B2
readily,B2
reasonably,B2
sadly,B2
reluctantly,C1
rudely,C1
sensibly,C1
respectfully,C2
precious,B2
prosperous,C1
serious,B1
self-conscious,C1
rosy,C2
sexy,B2
shabby,C1
scruffy,C2
salty,B2
rainy,B1
sandy,B1
rocky,C1
risky,B2
rusty,B2
pushy,C2
rocky,C2
sexual,C1
pitch,C2
publish,B1
set,B1
pregnant,B1
poisonous,B2
plump,C2
positive,C2
sane,C2
recovery,B2
scar,C2
short,A2
pure,B2
short,B2
right,A2
quite,B1
rather,B1
rather,B2
question,B2
question,B2
plead,C2
plead,C2
serial,C1
plead,C2
red,A1
perfect,A2
pink,A2
pleasant,A2
purple,A2
right,A2
right-hand,A2
round,A2
pretty,B1
regular,B1
rough,B1
rough,B1
sharp,B1
poor,B2
precise,B2
rectangular,B2
satisfactory,B2
severe,B2
shallow,B2
scarce,C1
pitch-black,C2
pitch-dark,C2
quaint,C2
right,A2
percent,B1
secondary,B1
senior,B2
school,B1
red,A2
roast,A2
raw,B1
rich,B2
rotten,B2
rare,C1
poor,A1
rich,A2
rough,B2
rural,B2
seaside,B1
push,B1
search,B2
reserve,B1
schedule,B2
set,B2
shower,B2
seduce,C2
pretty,A2
red,A2
plain,C2
sad,A1
polite,A2
poor,A2
positive,B1
proud,B1
poor,B2
positive,B2
reserved,B2
secure,B2
self-confident,B2
severe,B2
sharp,B2
self-centered,C1
serene,C2
shallow,C2
shortsighted,C2
shrewd,C2
relief,B2
public,B1
revolutionary,B2
right-wing,C2
presidency,B2
semi-final,B2
senior,B2
profession,B2
promote,B1
recruit,C1
reassuring,C1
reproduction,C1
reproduction,C2
reproduce,C1
reproduce,C1
reasonable,B1
predictable,B2
preferable,B2
probable,B2
profitable,B2
reasonable,B2
profitable,C1
renewable,C1
questionable,C2
questionable,C2
renewable,C2
personal,B1
personal,B1
personal,B1
principal,B1
professional,B1
potential,B2
practical,B2
seasonal,B2
postal,C1
practical,C1
practical,C1
radical,C1
sensational,C1
phenomenal,C2
philosophical,C2
physical,C2
provincial,C2
sentimental,C2
revival,C2
reluctant,C1
predominant,C2
prepared,B1
prepared,B2
qualified,B2
related,B2
relaxed,B2
scheduled,B2
prejudiced,C1
privileged,C1
prolonged,C1
restricted,C1
privileged,C2
refined,C2
refined,C2
renowned,C2
repeated,C2
